agr;site_type;numero_de_site;hopital;site;adresse;post;commune;telefon;website;langue;region;province;region_hospitalier;type_hopital;statut;a;a1;a2;c;cd;d;e;g;ib_ptca_adultes;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;total_lits;capacite-fusion;remarques;officine_hospitaliere;imagerie_medicale_avec_scanner;tomographe_a_resonance_magnetique_rmn;scanner-pet;radiotherapie;centre_de_dialyse;programme_de_soins_pathologie_cardiaque_a;programme_de_soins_pathologie_cardiaque_b3;programme_de_soins_pathologie_cardiaque_b1-b2;programme_de_soins_pathologie_cardiaque_c;programme_de_soins_pathologie_cardiaque_e;programme_de_soins_pathologie_cardiaque_p;programme_de_soins_pathologie_cardiaque_t;collaboration_ou_association_concernant_programme_de_soins_pathologie_cardiaque;programme_de_soins_de_base_soins_de_l_avc;programme_de_soins_specialise_soins_de_l_avc_impliquant_des_procedures_invasives;programme_de_soins_medecine_de_la_reproduction_type_a;programme_de_soins_medecine_de_la_reproduction_type_b;association_concernant_du_programme_de_soins_medecine_de_la_reproduction;programme_de_soins_d_oncologie;programme_de_soins_de_base_en_oncologie;programme_coordinateur_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein_clinique_du_sein_satellite;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_pour_enfants;programme_de_soins_pour_le_patient_geriatrique_service_de_gériatrique;programme_de_soins_pour_le_patient_geriatrique_consultation_gériatrique;programme_de_soins_pour_le_patient_geriatrique_l_hôpital_de_jour_pour_le_patient_gériatrique;programme_de_soins_pour_le_patient_geriatrique_liaison_interne;programme_de_soins_pour_le_patient_geriatrique_liaison_externe;soins_intensifs;soins_neonatals_locaux_nx;soins_perinatals_regionaux;liaison_pediatrique;urgences;smur;banque_de_sang_hospitaliere;soins_palliatifs;hospitalisation_chirurgical_de_jour;hospitalisation_non_chirurgical_de_jour;coordination_locale_des_donateurs;fonction_de_mediateur;centre_de_transplantation;centre_pour_la_reproduction_humaine;centre_de_traitement_de_grands_brules;centre_d_expertise_pour_les_patients_comateux;centre_de_la_mucoviscidose;service_anatomopathologie
499;SP;2270;REVALIDATIEZIEKENHUIS INKENDAAL;;INKENDAALSTRAAT 1;1602;VLEZENBEEK;02/531.51.11;www.inkendaal.be;N;V;Vlaams-Brabant;Halle;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;25;30;123;;;;;;;;;;178;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Palliatieve Zorgen;;;;;;;;Expertisecentrum voor comapatiënten (19 bedden);;
525;SP;1940;ALGEMEEN ZIEKENHUIS DAMIAAN;;GOUWELOZESTRAAT 100;8400;OOSTENDE;059/41.40.40;www.azdamiaan.be;N;V;West-Vlaanderen;Oostende;Algemeen ziekenhuis;Privaat;55;5;;101;;132;33;102;;;;;;25;;;20;20;6;;24;;;;;;;523;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;X;;X;X;;Deelprogramma B1-B2 wordt uitgebaat in associatie met A.Z. Maria Middelares, Gent (017);;;;;;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met het A.Z. St. Jan Brugge-Oostende (campus Henri Serruys);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
528;SP;2170;GEZONDHEIDSZORG HEILIGE FAMILIE;;GROENINGEPOORT 4;8500;KORTRIJK;056/24.52.11;www.pzhfamilie.be;N;V;West-Vlaanderen;Kortrijk;Psychiatrisch ziekenhuis;Privaat;75;15;;;;;;;;24;1;5;;;;;;;;;;;;;;;;120;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;SP;2810;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;NOTRE-DAME;AVENUE DELMEE 9;7500;TOURNAI;069/25.81.11;www.chwapi.be;F;W;Hainaut;Tournai - Mouscron;Hôpital général;Privé;;;;90;13;90;30;;;;;;;40;;;;;;;;;;;;;;263;795;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;;;X;;X;;X;X;;Les programmes partiels B1-B2 est utilisé en association avec CHU Godinne - Dinant, Mont Godinne (039);;;X;;;Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec site Dorcas à Tournai;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirugicale de Jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;;;;;;
534;SS;2830;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;UNION;BOULEVARD LALAING 39;7500;TOURNAI;069/33.11.11;;F;W;Hainaut;Tournai - Mouscron;;;;;;;14;90;;48;;;;;;;;22;;22;6;;;;;;;;;202;;;;Imagerie médicale avec scanner ;X (1);;;;;;;;;;;;;;;;;Programme de soins d'oncolgie;;;;;;dienst voor geriatrie;;;;;Soins Intensifs;;;;;;;;;;;;;;;Centre d'expertise pour les patients comateux (5 lits);;
534;SS;2820;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;DORCAS;BOULEVARD DU ROI ALBERT 1;7500;TOURNAI;069/25.51.11;;F;W;Hainaut;Tournai - Mouscron;;;30;;;98;9;;;;;;;;;;;;43;9;;;;;;;;;;189;;;;Imagerie médicale avec scanner;;;;;;;;;;;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec site Notre Dame à Tournai;Banque de sang hospitalière;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
534;SS;3090;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;IMC;CHAUSSEE ST.-AMAND 80;7500;TOURNAI;069/88.51.11;;F;W;Hainaut;Tournai - Mouscron;;;;;;;35;;;48;;;;;;;;;;;6;22;30;;;;;;;141;;;;Imagerie médicale avec scanner;;;;Centre de dialyse;;;;;;;;;;;;;;Programme de soins d'oncologie;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
536;SP;2090;ALGEMEEN ZIEKENHUIS ST.-JOZEF;;OUDE LIERSEBAAN 4;2390;MALLE;03/380.20.11;www.azsintjozef.be;N;V;Antwerpen;Voorkempen;Algemeen ziekenhuis;Privaat;;;;68;;95;20;32;;;;;;15;;;20;;;;;;;;;;;250;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;Dialysecentrum;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;Associatie met A.Z. Klina, Augustijnslei 100 te 2930 Brasschaat;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
547;SP;2630;VALISANA ASBL;SANATIA;RUE DU MOULIN 27 - 29;1210;BRUXELLES;02/211.00.40;www.valida.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Gespecialiseerd- & Psychiatrisch ziekenhuis;Privaat - Privé;70;30;;;;;;;;;;;;;;;;;;;;;;;;;;100;275;;Ziekenhuisapotheek - Officine Hospitaliere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;SS;1490;VALISANA ASBL;VALIDA;AVENUE JOSSE GOFFIN 180;1082;BRUXELLES--8;02/482.40.00;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;;;;;;;;;;90;;;;;;;;;85;;;;;;;;;;;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;SP;1680;ALGEMEEN ZIEKENHUIS GLORIEUX;;GLORIEUXLAAN 55;9600;RONSE;055/23.30.11;www.azglorieux.be;N;V;Oost-Vlaanderen;Oudenaarde;Algemeen ziekenhuis;Privaat;30;7;;74;;78;18;90;;;;;;15;;;30;;6;;;;;;;;;348;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;Dialysecentrum;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
595;SP;1860;ALGEMEEN ZIEKENHUIS NIKOLAAS;SINT-NIKLAAS;MOERLANDSTRAAT 1;9100;SINT-NIKLAAS;03/760.60.60;www.aznikolaas.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Algemeen ziekenhuis;Privaat;;;;241;;212;35;50;;17;3;;;57;;;;;;;;;;;;;;615;811;;Ziekenhuisapotheek;Medische Beeldvorming met scanner (2 toestellen);X (1);;Associatie mbt de radiotherapiediensten van GZA- Ziekenhuizen te Antwerpen;Dialysecentrum;X;;X;;;X;;Deelprogramma B1-B2 wordt uitgebaat in associatie met Universitair Ziekenhuis, Gent (670);;;X;;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG) ;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
595;SS;1870;ALGEMEEN ZIEKENHUIS NIKOLAAS;BEVEREN-WAAS;OUDE ZANDSTRAAT 99;9120;BEVEREN;03/760.50.11;;N;V;Oost-Vlaanderen;Sint-Niklaas;;;;;;;;;;48;;;;;;;;;26;;8;;;;;;;;;82;;;;Medische Beeldvorming met scanner;;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
595;SS;1880;ALGEMEEN ZIEKENHUIS NIKOLAAS;TEMSE;GASTHUISSTRAAT 5;9140;TEMSE;03/780.40.11;;N;V;Oost-Vlaanderen;Sint-Niklaas;;;30;15;;;;;;24;;;;;;;;;;;;;;;;;;;;69;0;;;Medische Beeldvorming met scanner;;;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
595;SS;1700;ALGEMEEN ZIEKENHUIS NIKOLAAS;HAMME;HOSPITAALSTRAAT 24;9220;HAMME;052/50.56.11;;N;V;Oost-Vlaanderen;Dendermonde;;;;;;;;;;24;;;;;;;;;20;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;dienst voor geriatrie;;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
670;SP;3850;UNIVERSITAIR ZIEKENHUIS GENT;;DE PINTELAAN 185;9000;GENT;09/332.21.11;www.uzgent.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Universitair ziekenhuis;Openbaar;76;;;401;;374;72;30;;15;5;;;31;32;;20;;6;;;;;;;;;1062;;Associatie mbt de gezamelijke exploitatie van het zorgprogramma geriatrische patiënt met het St. Vincentiusziekenhuis, Deinze;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (3);Pet- Scanner;Radiotherapie;Dialysecentrum;X;X;;X;X;X;X;;;;;X;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie (zie kolom opmerkingen);geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;Regionale perinatale zorgen;Pediatrische liaison;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;Transplantatiecentrum;Centrum voor menselijke erfelijkheid;Brandwondencentrum;Expertisecentrum voor comapatiënten (6 bedden);;
676;SP;3490;KONINGIN ELISABETH INSTITUUT;;DE WITTELAAN 1;8670;OOSTDUINKERKE;058/22.11.22;www.kei.be;N;V;West-Vlaanderen;Oostende;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;20;60;50;;;35;;;;;;;165;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;SP;3520;BUNDELING ZORGINITIATIEVEN OOSTENDE;;ZEEDIJK 286-288;8400;OOSTENDE;059/70.51.81;www.bzio.be;N;V;West-Vlaanderen;Oostende;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;;125;;;;;;;;;;;125;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Niet- chirurgische daghospitalisatie;;;;;;;;
682;SP;1210;A.Z. MONICA;DEURNE;FLORENT PAUWELSLEI 1;2100;DEURNE;03/320.50.00;www.azmonica.be;N;V;Antwerpen;Antwerpen;Algemeen ziekenhuis;Privaat;;;;99;;97;19;24;;;;;;25;;;;;;;;;;;;;;264;477;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;Associatie Iridium Kankernetwerk, de diensten radiotherapie zijn gevestigd in de GZA- ziekenhuizen (St. Augustinus) Wilrijk, AZ Nikolaas te St. Niklaas en AZ Klina te Brasschaat;;X;;X;;X;X;;Deelprogramma B1-B2 wordt uitgebaat in associatie met U.Z. Antwerpen, Edegem (300);;;;;;Zorgprogramma oncologie;;;;Gespecialseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met het ZNA (campus  Stuivenberg) Antwerpen en GZA- Ziekenhuizen (Campus St. Vincentius) Antwerpen;;Palliatieve Zorgen;Chirurgische Daghospitalisatie;;;;;;;;;
682;SS;1220;A.Z. MONICA;ANTWERPEN;HARMONIESTRAAT 68;2018;ANTWERPEN-1;03/240.20.20;;N;V;Antwerpen;Antwerpen;;;;;;69;;33;;30;;;;;;;;;81;;;;;;;;;;;213;;;;Medische Beeldvorming met scanner;;;;Dialysecentrum;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;Intensieve Zorgen;;;;Eerste opvang van Spoedgevallen;;;;Chirurgische Daghospitalisatie;;;;;;;;;
689;SP;2040;IMELDA  ZIEKENHUIS;;IMELDALAAN 9;2820;BONHEIDEN;015/50.50.11;www.imelda.be;N;V;Antwerpen;Mechelen;Algemeen ziekenhuis;Privaat;30;;;152;;180;20;48;;;;;;32;;;;20;;20;;;;;;;;502;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner ;X (1);;;Dialysecentrum;X;X;;;X;X;;;;;X;;;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
693;SP;2260;NATIONAAL MULTIPLE SCLEROSE CENTRUM Vzw;;VANHEYLENSTRAAT 16;1820;MELSBROEK;02/597.80.00;www.mscenter.be;N;V;Vlaams-Brabant;Vilvoorde - Dilbeek;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;;;120;;;;;;;;;;120;;;Ziekenhuisapotheek (Associatie met de Universitaire Ziekenhuizen K.U.Leuven, de functie is gelokaliseerd op beide vestigingsplaatsen) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Palliatieve zorgen;;;;;;;;;;
700;SP;2430;C.H. DE READAPTATION ET DE PSYCHIATRIE DU BRABANT WALLON;CLINIQUE DE LA BOIS DE LA PIERRE;CHAUSSEE DE NAMUR 201;1300;WAVRE;010/88.21.11;www.chrpbw.be;F;W;Brabant Wallon;Brabant Wallon;Hôpital spécialisé;Privé;;;;;;;;;;;;;;;;32;127;28;6;31;;;;;;;;224;320;;Officine Hospitaliere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Soins Palliatifs;;;;;;;;;;
700;SS;2280;C.H. DE READAPTATION ET DE PSYCHIATRIE DU BRABANT WALLON;CLINIQUE DE LA FORET DE SOIGNES;CHAUSSEE DE TERVUREN;1410;WATERLOO;02/352.61.11;;F;W;Brabant Wallon;Brabant Wallon;;;;;;;;;;;;;;;;;;;;;;;;79;17;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;SP;3340;CLINIQUE ST.-LUC;;RUE SAINT LUC 8;5004;BOUGE;081/20.91.11;www.st-luc-bouge.be;F;W;Namur;Namur - Dinant;Hôpital général;Privé;30;;;120;32;90;;30;;;;;;;;;;;;;;;;;;;;302;;;Officine Hospitaliere;Imagerie médicale avec scanner;;;;;X;X;;;X;X;;Association programme B3 avec CHR Sambre et Meuse, Namur  (006);;;;;;Programme de soins d'oncologie;;;;;;service de gériatrique;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;;;;;;;
707;SP;3860;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;SART-TILMAN;DOM.UNIV. SART-TILMAN BAT.35;4000;LIEGE-1 (SART-TILMAN);04/242.52.00;www.chuliege.be;F;W;Liège;Liège;Hôpital universitaire;Public;;;;272;42;281;;;;;;;;;;;;;;;;;;;;;;595;895;;Officine Hospitaliere;Imagerie médicale avec scanner (1);X (2);Scanner Pet (1);Radiothérapie;Centre de dialyse;X;X;;;X;X;X;;;;;;;Programme de soins d'oncologie;;;;Programme de soins oncologie spécialisé pour le cancer du sein;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;;Banque de sang hospitalière ;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;;Centre de transplantation;Centre de génétique humaine;Centre de traitement de grands brûlés;;;
707;SS;2840;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;CHENEE;RUE DE GAILLARMONT 600;4032;CHENEE;04/242.52.00;;F;W;Liège;Liège;;;;;;75;7;70;23;60;;;;;;25;;;;;;;;;;;;;;260;;;;Imagerie médicale avec scanner (1);X (1);;;;;;;;;;;;;;;;;;;;;;Programme de soins pour enfants;service de gériatrique;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
707;SS;3870;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;ESNEUX;RUE GRANDFOSSE 31-33;4130;ESNEUX;04/242.52.00;;F;W;Liège;Liège;;;;;;;;;;;;;;;;;;;20;20;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;SP;2690;ALGEMEEN ZIEKENHUIS  ST.-DIMPNA;;J.B. STESSENSSTRAAT 2;2440;GEEL;014/57.77.77;www.azstdimpna.be;N;V;Antwerpen;Geel;Algemeen ziekenhuis;Openbaar;;;;101;;100;15;25;;;;;;23;;;30;;;;;;;;;;;294;;De 30 S2- bedden worden uitgebaat in associatie met het Heilig Hartziekenhuis, Mol;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;Associatie met UZ Antwerpen, Edegem voor het cardiale zorgprogramma B, GZA- Ziekenhuizen, Wilrijk & Monica, Deurne voor het deelprogramma B1-B2;;;;;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker ;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);;Palliatieve Zorgen;Chirurgische Daghospitalisatie;;Lokale donorcoördinatie;;;;;;;
710;SP;3450;ALGEMEEN ZIEKENHUIS KLINA V.Z.W.;KLINA;AUGUSTIJNSLEI 100;2930;BRASSCHAAT;03/650.50.50;www.klina.be;N;V;Antwerpen;Voorkempen;Algemeen ziekenhuis;Privaat;50;;;157;;138;18;48;;;;;;40;;;;;;;;;;;;;;451;581;;Ziekenhuisapotheek;Medische Beeldvorming met scanner ;X (1);;Radiotherapiedienst (Associatie Iridium Kankernetwerk);Associatie mbt. de gezamelijke exploitatie van een nierdialysecentrum met het A.Z. St. Jozef te Malle (het centrum is gevestigdin het A.Z. St. Jozef te Malle);X;;;;;X;;;;;X;;;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met ZNA (Campus Jan Palfijn) Antwerpen (Merksem);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
710;SS;6050;ALGEMEEN ZIEKENHUIS KLINA V.Z.W.;CODA HOSPICE;BREDABAAN 743;2990;WUUSTWEZEL;;;N;V;Antwerpen;Voorkempen;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;SS;2450;ALGEMEEN ZIEKENHUIS KLINA V.Z.W.;DE MICK;PAPESTRAAT 30;2930;BRASSCHAAT;03/217.10.11;;N;V;Antwerpen;Voorkempen;;;;;;;;;;;;;;;;;;;56;40;6;20;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Expertisecentrum voor comapatiënten (6 bedden);;
712;SP;1320;ALGEMEEN ZIEKENHUIS DIEST;STATIESTRAAT;STATIESTRAAT 65;3290;DIEST;013/35.40.11;www.azdiest.be;N;V;Vlaams-Brabant;Diest - Tienen;Algemeen ziekenhuis;Privaat;;;;62;;84;;25;;;;;;;;;;;;;;;;;;;;171;211;;Ziekenhuisapotheek;Medische Beeldvorming met scanner (1);X (1);;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve zorgen;;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
712;SS;1330;ALGEMEEN ZIEKENHUIS DIEST;HASSELTSESTRAAT;HASSELTSESTRAAT 27-29;3290;DIEST;013/35.40.11;;N;V;Vlaams-Brabant;Diest - Tienen;;;;;;;;;15;;;;;;;25;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Zorgprogramma voor kinderen;;;;;;;Lokale neonatale zorgen;;;;;;;Chirurgische daghospitalisatie;;;;;;;;;
713;SP;1610;ALGEMEEN ZIEKENHUIS JAN PALFIJN;WATERSPORTBAAN;H. DUNANTLAAN 5;9000;GENT;09/224.71.11;www.janpalfijn.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Algemeen ziekenhuis;Openbaar;30;;;124;;106;21;122;;;;;;38;;29;;27;6;;23;;;;;;;526;;Geen ziekenhuisactiviteiten meer op campus Koningin Fabiolalaan vanaf 18/07/2014 ;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;;;;;X;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met Algemeen Ziekenhuis St. Lucas (campus St. Lucas) - Gent;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
714;SP;3600;ST. FRANCISKUSZIEKENHUIS;;PASTOOR PAQUAYLAAN 129;3550;HEUSDEN;011/71.50.00;www.sfz.be;N;V;Limburg;Hasselt - Genk;Algemeen ziekenhuis;Privaat;35;8;2;82;;58;15;48;;;;;;20;;;;;;;;;;;;;;268;;Associatie met Jessaziekenhuis, Hasselt (243) mbt de gezamelijke exploitatie van de psychiatrische ziekenhuisdiensten 65 A- bedden, 18 a1- plaatsen en 2 a2- bedden;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;Associatie mbt de gezamelijke exploitatie van de dienst anatomopathologie met het Jessaziekenhuis, campus Virga Jesse te Hasselt
