erk;campus_type;vestigingsnr;ziekenhuis;campus;adres;post;gemeente;telefoon;website;taal;gewest;provincie;ziekenhuisregio;soort_ziekenhuis;statuut;a;a1;a2;c;cd;d;e;g;ib_sga_volw;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;totaal_bedden;fusie-capaciteit;opmerkingen;ziekenhuisapotheek;medische_beeldvorming_met_scanner;magnetische_resonantie_tomograaf_nmr;pet_scanner;radiotherapie;dialysecentrum;zorgprogramma_cardiale_pathologie;zorgprogramma_reproductieve_geneeskunde_type_a-b;zorgprogramma_oncologie;zorgprogramma_oncologische_basiszorg;gespecialiseerd_oncologisch_zorgpr_voor_borstkanker;zorgprogramma_voor_kinderen;zorgprogramma_voor_de_geriatrische_patient_dienst_voor_geriatrie;zorgprogramma_voor_de_geriatrische_patient_geriatrisch_consult;zorgprogramma_voor_de_geriatrische_patient_dagziekenhuis_voor_de_geriatrische_patiënt;zorgprogramma_voor_de_geriatrische_patient_interne_liaison;zorgprogramma_voor_de_geriatrische_patient_externe_liaison;intensieve_zorg;lokale_neonatale_zorgen_nx;regionale_perinatale_zorg_px;pediatrische_liaison;spoedgevallen;mug;ziekenhuisbloedbank;palliatieve_zorg;chirurgische_daghospitalisatie;niet_chirurgische_daghospitalisatie;lokale_donorcoordinatie;ombudsfunctie;transplantatiecentrum;centrum_voor_menselijke_erfelijkheid;centrum_voor_zware_brandwonden;expertisecentrum_voor_comapatienten;mucoviscidosecentrum;dienst_anatomopathologie
410;SS;3390;CENTRE HOSPITALIER EPICURA;FRAMERIES;RUE DE FRANCE 2;7080;FRAMERIES;065/61.22.11;;F;W;Hainaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Imagerie médicale avec scanner (1);;;;;;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
412;SP;3410;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;CITADELLE;BOULEV. DU 12E DE LIGNE 1;4000;LIEGE;04/225.61.11;www.chrcitadelle.be;F;W;Liège;Liège;Hôpital général à caractère universitaire;Public;60;;;242;76;292;80;123;;20;;;;53;25;;;;;;;;;;;;;971;1036;;Officine Hospitaliere;Imagerie médicale avec scanner;Imagerie médicale tomographe à resonance magnetique (RMN) (2);;;Centre de dialyse;Programme de soins pathologie cardiaque A, B, E et P;Programme de soins médecine de la reproduction B;Programme de soins d'oncologie;;Programme de soins oncologiques spécialisé pour le cancer du sein;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux ;Soins Périnatals Régionaux;Liaison pédiatrique;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) ;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;Niet- chirurgische daghospitalisatie;;;;;;;;
412;SS;3430;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;CHATEAU ROUGE;RUE DU GRAND PUITS 47;4040;HERSTAL;04/240.59.05;;F;W;Liège;Liège;Hôpital général à caractère universitaire;;;;;;;20;;;;;;;;;;;20;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;SS;3420;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;STE. ROSALIE;RUE DES WALLONS 72;4000;LIEGE-1;04/254.72.11;;F;W;Liège;Liège;Hôpital général à caractère universitaire;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;SP;2270;ZIEKENHUIS INKENDAAL - K.I. VZW;;INKENDAALSTRAAT 1;1602;VLEZENBEEK;02/531.51.11;www.inkendaal.be;N;V;Vlaams-Brabant;Halle;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;25;30;123;;;;;;;;;;178;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;Palliatieve Zorgen;;;;;;;;Expertisecentrum voor comapatiënten (19 bedden);;
525;SP;1940;ALGEMEEN ZIEKENHUIS DAMIAAN;;GOUWELOZESTRAAT 100;8400;OOSTENDE;059/41.40.40;www.azdamiaan.be;N;V;West-Vlaanderen;Oostende;Algemeen ziekenhuis;Privaat;55;5;;101;;132;33;102;;;;;;25;;;20;20;6;;24;;;;;;;523;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;;Zorgprogramma cardiale pathologie A, B1-B2, E en P (deelprogramma B1-B2 wordt uitgebaat in associatie met A.Z. Maria Middelares, Gent);;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met het A.Z. St. Jan Brugge-Oostende (campus Henri Serruys);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;;Lokale donorcoördinatie;;;;;;;
528;SP;2170;GEZONDHEIDSZORG HEILIGE FAMILIE;;GROENINGEPOORT 4;8500;KORTRIJK;056/24.52.11;www.kliniek-hfamilie.be;N;V;West-Vlaanderen;Kortrijk;Psychiatrisch ziekenhuis;Privaat;75;15;;;;;;;;24;1;5;;;;;;;;;;;;;;;;120;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;SP;2810;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;NOTRE-DAME;AVENUE DELMEE 9;7500;TOURNAI;069/25.81.11;www.chwapi.be;F;W;Hainaut;Tournai - Mouscron;Hôpital général;Privé;;;;74;39;80;30;;;;;;;40;;;;;;;;;;;;;;263;825;;Officine Hospitaliere;Imagerie médicale avec scanner;Imagerie médicale tomographe à resonance magnetique (RMN) (1) ;;;;Programme de soins pathologie cardiaque A, E et P;Programme de soins médecine de la reproduction A;Programme de soins d'oncologie;;Programme de soins oncologiques spécialisé pour le cancer du sein;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec site Dorcas à Tournai;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirugicale de Jour;;;;;;;;;
534;SS;2830;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;UNION;BOULEVARD LALAING 39;7500;TOURNAI;069/33.11.11;;F;W;Hainaut;Tournai - Mouscron;Hôpital général;;;;;;14;85;;48;;;;;;;;22;;22;6;;;;;;;;;197;;;;Imagerie médicale avec scanner ;Imagerie médicale tomographe à resonance magnetique (RMN) (1);;;;Programme de soins pathologie cardiaque A et P;;Programme de soins d'oncolgie;;;;dienst voor geriatrie;;;;;Soins Intensifs;;;;Premier Prise à Charge des Urgences;;;;;;;;;;;Centre d'expertise pour les patients comateux (5 lits);;
534;SS;2820;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;DORCAS;BOULEVARD DU ROI ALBERT 1;7500;TOURNAI;069/25.51.11;;F;W;Hainaut;Tournai - Mouscron;Hôpital général;;30;;;74;39;;;;;;;;;;;;43;9;;;;;;;;;;195;;;;Imagerie médicale avec scanner;;;;;Programme de soins pathologie cardiaque A et P;;;Programme de soins de base en oncologie;;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec site Notre Dame à Tournai;Banque de sang hospitalière;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
534;SS;3090;CENTRE HOSPITALIER DE WALLONIE PICARDE - Chwapi;IMC;CHAUSSEE ST.-AMAND 80;7500;TOURNAI;069/88.51.11;;F;W;Hainaut;Tournai - Mouscron;Hôpital général ;;;;;;34;30;;48;;;;;;;;;;;6;22;30;;;;;;;170;;;;Imagerie médicale avec scanner;;;;Centre de dialyse;Programme de soins pathologie cardiaque A et P;;Programme de soins d'oncologie;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
536;SP;2090;ALGEMEEN ZIEKENHUIS ST.-JOZEF;;OUDE LIERSEBAAN 4;2390;MALLE;03/380.20.11;www.azsintjozef.be;N;V;Antwerpen;Voorkempen;Algemeen ziekenhuis;Privaat;;;;68;;95;20;32;;;;;;15;;;20;;;;;;;;;;;250;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;Dialysecentrum;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;Associatie met A.Z. Klina, Augustijnslei 100 te 2930 Brasschaat;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
539;SP;2390;CENTRE DE TRAUMATOLOGIE ET DE READAPTATION;;PLACE A. VAN GEHUCHTEN 4;1020;BRUXELLES--2;02/475.12.11;www.ctrbxl.be;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Gespecialiseerd ziekenhuis - Hôpital spécialisé;Privaat - Privé;;;;;;;;;;;;;;;;;29;88;;;;;;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Expertisecentrum voor comapatiënten (6 bedden) - Centre d'expertise pour le patients comateux (6 lits);;
547;SP;1490;CENTRE HOSPITALIER VALIDA;GOFFIN;AVENUE JOSSE GOFFIN 180;1082;BRUXELLES--8;02/482.40.00;www.valida.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Geriatrisch- & Gespecialiseerd ziekenhuis - Hôpital gériatrique et Spécialisé;Openbaar - Public;;;;;;;;90;;;;;;;;;29;;;;;;;;;;;119;175;;Ziekenhuisapotheek - Officine Hospitaliere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;SS;2400;CENTRE HOSPITALIER VALIDA;MORANVILLE;AV. DE SELL. DE MORANVILLE  91;1082;BRUXELLES--8;02/482.13.00;www.valida.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Geriatrisch ziekenhuis - Hôpital gériatrique;;;;;;;;;;;;;;;;;;56;;;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;SP;1680;ALGEMEEN ZIEKENHUIS GLORIEUX;;GLORIEUXLAAN 55;9600;RONSE;055/23.30.11;www.ziekenhuisronse.be;N;V;Oost-Vlaanderen;Oudenaarde;Algemeen ziekenhuis;Privaat;30;;;74;;85;18;90;;;;;;15;;;30;;6;;;;;;;;;348;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;Dialysecentrum;Zorgprogramma cardiale pathologie A en P;;Zorgprogramma oncologie;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
595;SP;1860;ALGEMEEN ZIEKENHUIS NIKOLAAS;SINT-NIKLAAS;MOERLANDSTRAAT 1;9100;SINT-NIKLAAS;03/760.60.60;www.aznikolaas.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Algemeen ziekenhuis;Privaat;;;;249;;220;35;50;;17;3;;;57;;;;;;;;;;;;;;631;811;;Ziekenhuisapotheek;Medische Beeldvorming met scanner (2 toestellen);Medische beeldvorming met een magnetische resonantie tomograaf (NMR);;Associatie mbt de radiotherapiediensten van GZA- Ziekenhuizen te Antwerpen;Dialysecentrum;Zorgprogramma cardiale pathologie A, B1-B2 en P (Deelprogramma B1-B2 wordt uitgebaat in associatie met Universitair Ziekenhuis, Gent);Zorgprogramma reproductieve geneeskunde A;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG) ;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
595;SS;1870;ALGEMEEN ZIEKENHUIS NIKOLAAS;BEVEREN-WAAS;OUDE ZANDSTRAAT 99;9120;BEVEREN;03/760.50.11;;N;V;Oost-Vlaanderen;Sint-Niklaas;Algemeen ziekenhuis;;;;;;;;;48;;;;;;;;;26;;8;;;;;;;;;82;;;;Medische Beeldvorming met scanner;;;;;;;;Zorgprogramma oncologische basiszorg;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
595;SS;1880;ALGEMEEN ZIEKENHUIS NIKOLAAS;TEMSE;GASTHUISSTRAAT 5;9140;TEMSE;03/780.40.11;;N;V;Oost-Vlaanderen;Sint-Niklaas;Algemeen ziekenhuis;;30;;;;;;;24;;;;;;;;;;;;;;;;;;;;54;0;;;Medische Beeldvorming met scanner;;;;;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
595;SS;1700;ALGEMEEN ZIEKENHUIS NIKOLAAS;HAMME;HOSPITAALSTRAAT 24;9220;HAMME;052/50.56.11;;N;V;Oost-Vlaanderen;Dendermonde;Algemeen Ziekenhuis;;;;;;;;;24;;;;;;;;;20;;;;;;;;;;;44;;;;;;;;;;;;;;;dienst voor geriatrie;;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
670;SP;3850;UNIVERSITAIR ZIEKENHUIS GENT;;DE PINTELAAN 185;9000;GENT;09/332.21.11;www.uzgent.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Universitair ziekenhuis;Openbaar;76;;;401;;374;72;30;;15;5;;;31;32;;20;;6;;;;;;;;;1062;;Associatie mbt de gezamelijke exploitatie van het zorgprogramma geriatrische patiënt met het St. Vincentiusziekenhuis, Deinze;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR) (3 toestellen);Pet- Scanner;Radiotherapie;Dialysecentrum;Zorgprogramma cardiale pathologie A, B, C, E, P en T;Zorgprogramma reproductieve geneeskunde B;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie (zie kolom opmerkingen);geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;Regionale perinatale zorgen;Pediatrische liaison;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;Transplantatiecentrum;Centrum voor menselijke erfelijkheid;Brandwondencentrum;Expertisecentrum voor comapatiënten (6 bedden);;
676;SP;3490;KONINGIN ELISABETH INSTITUUT;;DE WITTELAAN 1;8670;OOSTDUINKERKE;058/22.11.22;www.kei.be;N;V;West-Vlaanderen;Oostende;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;20;60;50;;;35;;;;;;;165;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;SP;3520;BUNDELING ZORGINITIATIEVEN OOSTENDE;;ZEEDIJK 286-288;8400;OOSTENDE;059/70.51.81;www.bzio.be;N;V;West-Vlaanderen;Oostende;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;;125;;;;;;;;;;;125;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;Niet- chirurgische daghospitalisatie;;;;;;;;
682;SP;1210;A.Z. MONICA;DEURNE;FLORENT PAUWELSLEI 1;2100;DEURNE;03/320.50.00;www.azmonica.be;N;V;Antwerpen;Antwerpen;Algemeen ziekenhuis;Privaat;;;;99;;97;19;24;;;;;;25;;;;;;;;;;;;;;264;477;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;Associatie mbt de radiotherapiediensten van de GZA- Ziekenhuizen te Antwerpen;;Zorgprogramma cardiale pathologie A, B1, E en P (B1 = samenwerkingsovereenkomst met Ziekenhuisnetwerk Antwerpen);;Zorgprogramma oncologie;;Gespecialseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met het ZNA (campus  Stuivenberg) - Antwerpen en St. Vincentiusziekenhuis te Antwerpen;;Palliatieve Zorgen;Chirurgische Daghospitalisatie;;;;;;;;;
682;SS;1220;A.Z. MONICA;ANTWERPEN;HARMONIESTRAAT 68;2018;ANTWERPEN-1;03/240.20.20;;N;V;Antwerpen;Antwerpen;Algemeen ziekenhuis;;;;;69;;33;;30;;;;;;;;;81;;;;;;;;;;;213;;;;Medische Beeldvorming met scanner;;;;Dialysecentrum;Zorgprogramma cardiale pathologie A en P ;;;Zorgprogramma oncologische basiszorg;;;dienst voor geriatrie;geriatrisch consult;;;;Intensieve Zorgen;;;;Eerste opvang van Spoedgevallen;;;;Chirurgische Daghospitalisatie;;;;;;;;;
689;SP;2040;IMELDA  ZIEKENHUIS;;IMELDALAAN 9;2820;BONHEIDEN;015/50.50.11;www.imelda.be;N;V;Antwerpen;Mechelen;Algemeen ziekenhuis;Privaat;30;;;152;;180;20;48;;;;;;32;;;;20;;20;;;;;;;;502;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner ;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;Dialysecentrum;Zorgprogramma cardiale pathologie A, B, E en P;Zorgprogramma reproductieve geneeskunde A;Zorgprogramma oncologie;;Gespecialseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
693;SP;2260;NATIONAAL MULTIPLE SCLEROSE CENTRUM Vzw;;VANHEYLENSTRAAT 16;1820;MELSBROEK;02/597.80.00;www.ms-centrum.be;N;V;Vlaams-Brabant;Vilvoorde - Dilbeek;Gespecialiseerd ziekenhuis;Privaat;;;;;;;;;;;;;;;;;;134;;;;;;;;;;134;;;Ziekenhuisapotheek (Associatie met de Universitaire Ziekenhuizen K.U.Leuven, de functie is gelokaliseerd op beide vestigingsplaatsen) ;;;;;;;;;;;;;;;;;;;;;;;;Palliatieve zorgen;;;;;;;;;;
700;SP;2430;C.H. DE READAPTATION ET DE PSYCHIATRIE DU BRABANT WALLON;CLINIQUE DE LA BOIS DE LA PIERRE;CHAUSSEE DE NAMUR 201;1300;WAVRE;010/88.21.11;www.chrpbw.be;F;W;Brabant Wallon;Brabant Wallon;Hôpital spécialisé;Privé;;;;;;;;;;;;;;;;32;127;28;6;31;;;;;;;;224;320;;Officine Hospitaliere;;;;;;;;;;;;;;;;;;;;;;;;Soins Palliatifs;;;;;;;;;;
700;SS;2280;C.H. DE READAPTATION ET DE PSYCHIATRIE DU BRABANT WALLON;CLINIQUE DE LA FORET DE SOIGNES;CHAUSSEE DE TERVUREN;1410;WATERLOO;02/352.61.11;;F;W;Brabant Wallon;Brabant Wallon;Hôpital spécialisé;;;;;;;;;;;;;;;;;;;;;;;79;17;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;SP;3340;CLINIQUE ST.-LUC;;RUE SAINT LUC 8;5004;BOUGE;081/20.91.11;www.st-luc-bouge.be;F;W;Namur;Namur - Dinant;Hôpital général;Privé;30;;;120;32;90;;30;;;;;;;;;;;;;;;;;;;;302;;;Officine Hospitaliere;Imagerie médicale avec scanner;;;;;Programme de soins pathologie cardiaque A, B, E en P (B = association avec Centre Hospitalier Régional de Namur);;Programme de soins d'oncologie;;;;service de gériatrique;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;;;;;;;;
707;SP;3860;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;SART-TILMAN;DOM.UNIV. SART-TILMAN BAT.35;4000;LIEGE-1 (SART-TILMAN);04/242.52.00;www.chuliege.be;F;W;Liège;Liège;Hôpital universitaire;Public;30;;;272;42;281;;;;;;;;;;;;;;;;;;;;;;625;925;;Officine Hospitaliere;Imagerie médicale avec scanner (1);Imagerie médicale tomographe à resonance magnetique (RMN) (2);Scanner Pet (1);Radiothérapie;Centre de dialyse;Programme de soins pathologie cardiaque A, B, E, P et T;;Programme de soins d'oncologie;;Programme de soins oncologie spécialisé pour le cancer du sein;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;;Banque de sang hospitalière ;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;;;Centre de transplantation;Centre de génétique humaine;Centre de traitement de grands brûlés;;;
707;SS;2840;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;CHENEE;RUE DE GAILLARMONT 600;4032;CHENEE;04/242.52.00;;F;W;Liège;Liège;Hôpital universitaire;;;;;75;7;70;23;60;;;;;;25;;;;;;;;;;;;;;260;;;;Imagerie médicale avec scanner (1);Imagerie médicale tomographe à resonance magnetique (RMN) (1);;;;;;;;;Programme de soins pour enfants;service de gériatrique;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
707;SS;3870;CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE;ESNEUX;RUE GRANDFOSSE 31-33;4130;ESNEUX;04/242.52.00;;F;W;Liège;Liège;Hôpital universitaire;;;;;;;;;;;;;;;;;;20;20;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;SP;2690;ALGEMEEN ZIEKENHUIS  ST.-DIMPNA;;J.B. STESSENSSTRAAT 2;2440;GEEL;014/57.77.77;www.azstdimpna.be;N;V;Antwerpen;Geel;Algemeen ziekenhuis;Openbaar;;;;101;;100;15;25;;;;;;23;;;30;;;;;;;;;;;294;;Associatie m.b.t. de gezamelijke exploitatie van 30 S2- bedden met Heilig Hartziekenhuis, Mol;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;;Zorgprogramma cardiale pathologie A en P;;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker ;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);;Palliatieve Zorgen;Chirurgische Daghospitalisatie;;Lokale donorcoördinatie;;;;;;;
710;SP;3450;ALGEMEEN ZIEKENHUIS KLINA V.Z.W.;KLINA;AUGUSTIJNSLEI 100;2930;BRASSCHAAT;03/650.50.50;www.klina.be;N;V;Antwerpen;Voorkempen;Algemeen ziekenhuis;Privaat;50;;;157;;138;18;48;;;;;;40;;;;;;;;;;;;;;451;459;;Ziekenhuisapotheek;Medische Beeldvorming met scanner ;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;Associatie mbt de radiotherapiediensten van de GZA- Ziekenhuizen te Antwerpen;Associatie mbt. de gezamelijke exploitatie van een nierdialysecentrum met het A.Z. St. Jozef te Malle (het centrum is gelokaliseerd in het A.Z. St. Jozef te Malle);Zorgprogramma cardiale pathologie A en P;Zorgprogramma reproductieve geneeskunde A;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker ;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met ZNA - Campus Jan Palfijn te Antwerpen (Merksem);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
710;SS;6050;ALGEMEEN ZIEKENHUIS KLINA V.Z.W.;CODA HOSPICE;BREDABAAN 743;2990;WUUSTWEZEL;;;N;V;Antwerpen;Voorkempen;Algemeen ziekenhuis;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;8;;"Associatie m.b.t. de gezamelijke exploitatie van 14 bedden Sp- palliatieve zorgen met Kliniek ""De Mick"" - Brasschaat";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;SP;1320;ALGEMEEN ZIEKENHUIS DIEST;STATIESTRAAT;STATIESTRAAT 65;3290;DIEST;013/35.40.11;www.azdiest.be;N;V;Vlaams-Brabant;Diest - Tienen;Algemeen ziekenhuis;Privaat;;;;62;;84;;25;;;;;;;;;;;;;;;;;;;;171;211;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve zorgen;;Niet- chirurgische daghospitalisatie;;;;;;;;
712;SS;1330;ALGEMEEN ZIEKENHUIS DIEST;HASSELTSESTRAAT;HASSELTSESTRAAT 27-29;3290;DIEST;013/35.40.11;;N;V;Vlaams-Brabant;Diest - Tienen;Algemeen ziekenhuis;;;;;;;;15;;;;;;;25;;;;;;;;;;;;;;40;;;;;;;;;;;;;;Zorgprogramma voor kinderen;;;;;;;Lokale neonatale zorgen;;;;;;;Chirurgische daghospitalisatie;;;;;;;;;
